"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","fbclid","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,2729,"0.0-0.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"","","","","",""
"survey-text",1,56590,"0.0-1.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",23,"53842","{""age"":""23""}","","","",""
"survey-multi-select",2,169368,"0.0-2.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"112751","{""Gender"":[""Mann""],""Education"":["" Postgraduierter Abschluss""]}","[0,1]","","",""
"html-keyboard-response",3,197995,"0.0-3.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"","","","","",""
"html-keyboard-response",4,199003,"0.0-4.0-0.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,207091,"0.0-4.0-1.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","DE_Shortterm_watch.png","",""
"survey-likert",6,241312,"0.0-4.0-2.0",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"34200","{""Q0"":6,""Q1"":0,""Q2"":7,""Q3"":1}","[0,1,2,3]","","",""
"html-keyboard-response",7,242318,"0.0-4.0-0.1",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,250386,"0.0-4.0-1.1",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","DE_LongTerm_Toothbrush.png","",""
"survey-likert",9,270223,"0.0-4.0-2.1",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"19829","{""Q0"":8,""Q1"":0,""Q2"":0,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response",10,271227,"0.0-4.0-0.2",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",11,279289,"0.0-4.0-1.2",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","Control_Headphones.png","",""
"survey-likert",12,292830,"0.0-4.0-2.2",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"13532","{""Q0"":1,""Q1"":1,""Q2"":7,""Q3"":7}","[0,1,2,3]","","",""
"html-keyboard-response",13,293834,"0.0-4.0-0.3",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",14,301903,"0.0-4.0-1.3",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","DE_Longterm_Headphones.png","",""
"survey-likert",15,314976,"0.0-4.0-2.3",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"13065","{""Q0"":7,""Q1"":5,""Q2"":5,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response",16,315982,"0.0-4.0-0.4",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",17,324152,"0.0-4.0-1.4",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","Control_Toothbrush.png","",""
"survey-likert",18,567637,"0.0-4.0-2.4",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"243428","{""Q0"":7,""Q1"":3,""Q2"":6,""Q3"":2}","[0,1,2,3]","","",""
"html-keyboard-response",19,568655,"0.0-4.0-0.5",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",20,576758,"0.0-4.0-1.5",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","DE_Shortterm_Headphones.png","",""
"survey-likert",21,591754,"0.0-4.0-2.5",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"14984","{""Q0"":5,""Q1"":1,""Q2"":7,""Q3"":1}","[0,1,2,3]","","",""
"html-keyboard-response",22,592758,"0.0-4.0-0.6",16,1,"2023-05-15 17:17:34","1ecd9d38d4622338824de6fd67a72f4c","139.47.64.92","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 274.0.0.16.90 (iPhone13,2; iOS 16_0; en_PL; en-PL; scale=3.00; 1170x2532; 455531335)","iPhone","Mozilla",NA,"iOS","16_0","PAAaaVc-SJQ2f2eBiS1v4A0nO-5ogBr8X_Yb_P2T-ww6clgcsjdohojeUAr3g",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
