"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,4731,"0.0-0.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"","","","","",""
"survey-text",1,9872,"0.0-1.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",26,"5074","{""age"":""26""}","","","",""
"survey-multi-select",2,26405,"0.0-2.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"16519","{""Gender"":[""Frau""],""Education"":[""Hochschulabschluss/berufliches Äquivalent""]}","[0,1]","","",""
"html-keyboard-response",3,31340,"0.0-3.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"","","","","",""
"html-keyboard-response",4,32347,"0.0-4.0-0.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,40433,"0.0-4.0-1.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"null","null","","Control_Watch.png","",""
"survey-likert",6,68275,"0.0-4.0-2.0",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"27825","{""Q0"":5,""Q1"":4,""Q2"":0,""Q3"":4}","[0,1,2,3]","","",""
"html-keyboard-response",7,69283,"0.0-4.0-0.1",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,77346,"0.0-4.0-1.1",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"null","null","","DE_Shortterm_watch.png","",""
"survey-likert",9,101528,"0.0-4.0-2.1",26,1,"2023-05-16 11:23:12","1ecd9d38d4622338824de6fd67a72f4c","146.52.47.73","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Mobile/15E148 Safari/604.1","iPhone","Safari",15.6,"iOS","15_6",NA,"24168","{""Q0"":6,""Q1"":4,""Q2"":4,""Q3"":4}","[0,1,2,3]","","",""
