"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,5016,"0.0-0.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"","","","","",""
"survey-text",1,9165,"0.0-1.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",18,"4111","{""age"":""18""}","","","",""
"survey-multi-select",2,17074,"0.0-2.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"7900","{""Gender"":[""Frau""],""Education"":["" Sekundarstufe (Alter: 11-17 Jahre)""]}","[0,1]","","",""
"html-keyboard-response",3,19985,"0.0-3.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"","","","","",""
"html-keyboard-response",4,20992,"0.0-4.0-0.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,29067,"0.0-4.0-1.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"null","null","","Control_Watch.png","",""
"survey-likert",6,48711,"0.0-4.0-2.0",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"19632","{""Q0"":6,""Q1"":6,""Q2"":2,""Q3"":6}","[0,1,2,3]","","",""
"html-keyboard-response",7,49715,"0.0-4.0-0.1",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,57799,"0.0-4.0-1.1",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"null","null","","Control_Toothbrush.png","",""
"survey-likert",9,65172,"0.0-4.0-2.1",33,1,"2023-05-29 19:11:14","4d0c160ebb1ce460ebd4771f52f78daa","95.208.211.114","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1","iPhone","Safari",16.1,"iOS","16_1","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348","6438576b1860de7fc057113d","6474f006c1040bbd864873ba","6474f8cedfee3ea8c0487348",NA,"7363","{""Q0"":7,""Q1"":7,""Q2"":1,""Q3"":7}","[0,1,2,3]","","",""
