"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","fbclid","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,4151,"0.0-0.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"","","","","",""
"survey-text",1,10567,"0.0-1.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",22,"6400","{""age"":""22""}","","","",""
"survey-multi-select",2,26271,"0.0-2.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"15697","{""Gender"":[""Frau""],""Education"":["" Postgraduierter Abschluss""]}","[0,1]","","",""
"html-keyboard-response",3,35059,"0.0-3.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"","","","","",""
"html-keyboard-response",4,36066,"0.0-4.0-0.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,44133,"0.0-4.0-1.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"null","null","","Control_Headphones.png","",""
"survey-likert",6,66898,"0.0-4.0-2.0",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"22756","{""Q0"":5,""Q1"":3,""Q2"":4,""Q3"":1}","[0,1,2,3]","","",""
"html-keyboard-response",7,67904,"0.0-4.0-0.1",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,75970,"0.0-4.0-1.1",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"null","null","","DE_LongTerm_Toothbrush.png","",""
"survey-likert",9,96404,"0.0-4.0-2.1",23,1,"2023-05-16 11:03:26","1ecd9d38d4622338824de6fd67a72f4c","31.4.181.57","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,5; iOS 16_1; en_ES; en-ES; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla",NA,"iOS","16_1","PAAaYf0_9MbJ7GYDQH7lETC-AOZHd5WHikuaYFElmINzNz63EQRTxjOx_z6AE",NA,"20426","{""Q0"":5,""Q1"":5,""Q2"":2,""Q3"":5}","[0,1,2,3]","","",""
