"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,9337,"0.0-0.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"survey-text",1,12828,"0.0-1.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",20,"3438","{""age"":""20""}","","","",""
"survey-multi-select",2,56732,"0.0-2.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"43898","{""Gender"":[""Frau""],""Education"":["" Sekundarstufe (Alter: 11-17 Jahre)""]}","[0,1]","","",""
"html-keyboard-response",3,63159,"0.0-3.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"html-keyboard-response",4,64166,"0.0-4.0-0.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,72244,"0.0-4.0-1.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Shortterm_Toothbrush.png","",""
"survey-likert",6,127395,"0.0-4.0-2.0",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"55142","{""Q0"":3,""Q1"":3,""Q2"":5,""Q3"":4}","[0,1,2,3]","","",""
"html-keyboard-response",7,128400,"0.0-4.0-0.1",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,136475,"0.0-4.0-1.1",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_LongTerm_Toothbrush.png","",""
"survey-likert",9,157167,"0.0-4.0-2.1",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"20684","{""Q0"":7,""Q1"":7,""Q2"":0,""Q3"":2}","[0,1,2,3]","","",""
"html-keyboard-response",10,158172,"0.0-4.0-0.2",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",11,166233,"0.0-4.0-1.2",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","Control_Watch.png","",""
"survey-likert",12,193121,"0.0-4.0-2.2",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"26881","{""Q0"":7,""Q1"":7,""Q2"":0,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response",13,194127,"0.0-4.0-0.3",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",14,202200,"0.0-4.0-1.3",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Shortterm_Headphones.png","",""
"survey-likert",15,242221,"0.0-4.0-2.3",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"40012","{""Q0"":6,""Q1"":4,""Q2"":5,""Q3"":6}","[0,1,2,3]","","",""
"html-keyboard-response",16,243226,"0.0-4.0-0.4",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",17,251299,"0.0-4.0-1.4",82,1,"2023-05-29 00:27:43","1ecd9d38d4622338824de6fd67a72f4c","106.72.54.128","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Longterm_Headphones.png","",""
