"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,1420,"0.0-0.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"","","","","",""
"survey-text",1,33644,"0.0-1.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",25,"32208","{""age"":""25""}","","","",""
"survey-multi-select",2,36243,"0.0-2.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"2595","{""Gender"":[""Frau""],""Education"":["" Postgraduierter Abschluss""]}","[0,1]","","",""
"html-keyboard-response",3,37370,"0.0-3.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"","","","","",""
"html-keyboard-response",4,38374,"0.0-4.0-0.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,46379,"0.0-4.0-1.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"null","null","","DE_LongTerm_Toothbrush.png","",""
"survey-likert",6,56224,"0.0-4.0-2.0",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"9840","{""Q0"":7,""Q1"":6,""Q2"":4,""Q3"":6}","[0,1,2,3]","","",""
"html-keyboard-response",7,57226,"0.0-4.0-0.1",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,65232,"0.0-4.0-1.1",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"null","null","","Control_Watch.png","",""
"survey-likert",9,82131,"0.0-4.0-2.1",70,1,"2023-05-26 18:00:22","1ecd9d38d4622338824de6fd67a72f4c","77.229.105.137","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15","Macintosh","Safari","14.1.2","OS X","10_15_7",NA,"16895","{""Q0"":4,""Q1"":3,""Q2"":3,""Q3"":4}","[0,1,2,3]","","",""
