"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,2534,"0.0-0.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"","","","","",""
"survey-text",1,5646,"0.0-1.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",31,"3096","{""age"":""31""}","","","",""
"survey-multi-select",2,10852,"0.0-2.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"5196","{""Gender"":[""Frau""],""Education"":["" Postgraduierter Abschluss""]}","[0,1]","","",""
"html-keyboard-response",3,12669,"0.0-3.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"","","","","",""
"html-keyboard-response",4,13680,"0.0-4.0-0.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,21703,"0.0-4.0-1.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"null","null","","Control_Watch.png","",""
"survey-likert",6,39522,"0.0-4.0-2.0",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"17792","{""Q0"":8,""Q1"":6,""Q2"":0,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response",7,40592,"0.0-4.0-0.1",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,48609,"0.0-4.0-1.1",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"null","null","","DE_Shortterm_watch.png","",""
"survey-likert",9,62696,"0.0-4.0-2.1",27,1,"2023-05-29 19:07:15","4d0c160ebb1ce460ebd4771f52f78daa","86.15.105.198","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8","602bd0a26ef6bd39c6b3c428","6474f006c1040bbd864873ba","6474f7db6b69292c2bb245f8",NA,"14073","{""Q0"":4,""Q1"":1,""Q2"":5,""Q3"":2}","[0,1,2,3]","","",""
