"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","fbclid","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,1774,"0.0-0.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"","","","","",""
"survey-text",1,5637,"0.0-1.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",24,"3846","{""age"":""24""}","","","",""
"survey-multi-select",2,22326,"0.0-2.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"16678","{""Gender"":[""Mann""],""Education"":[""Hochschulabschluss/berufliches Äquivalent""]}","[0,1]","","",""
"html-keyboard-response",3,23781,"0.0-3.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"","","","","",""
"html-keyboard-response",4,24788,"0.0-4.0-0.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,33988,"0.0-4.0-1.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"null","null","","Control_Watch.png","",""
"survey-likert",6,54974,"0.0-4.0-2.0",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"20973","{""Q0"":7,""Q1"":6,""Q2"":1,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response",7,55979,"0.0-4.0-0.1",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,64045,"0.0-4.0-1.1",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"null","null","","DE_Shortterm_Toothbrush.png","",""
"survey-likert",9,82245,"0.0-4.0-2.1",18,1,"2023-05-16 07:07:41","1ecd9d38d4622338824de6fd67a72f4c","89.15.236.46","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 280.0.0.13.116 (iPhone12,1; iOS 16_0_3; en_IE; en-IE; scale=2.00; 828x1792; 467822527)","iPhone","Mozilla",NA,"iOS","16_0_3","PAAaYbiOIOGLL81DesrE2u0tcqCJBVCtYSP6UoRNjQ_CETdIBLYhC5Pmp_pPw",NA,"18191","{""Q0"":6,""Q1"":4,""Q2"":2,""Q3"":4}","[0,1,2,3]","","",""
