"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,1604,"0.0-0.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"survey-text",1,5097,"0.0-1.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",27,"3455","{""age"":""27""}","","","",""
"survey-multi-select",2,25980,"0.0-2.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"20877","{""Gender"":[""Frau""],""Education"":[""Hochschulabschluss/berufliches Äquivalent"","" Postgraduierter Abschluss""]}","[0,1]","","",""
"html-keyboard-response",3,27893,"0.0-3.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"html-keyboard-response",4,28899,"0.0-4.0-0.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,36959,"0.0-4.0-1.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","Control_Headphones.png","",""
"survey-likert",6,60247,"0.0-4.0-2.0",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"23281","{""Q0"":6,""Q1"":6,""Q2"":2,""Q3"":2}","[0,1,2,3]","","",""
"html-keyboard-response",7,61251,"0.0-4.0-0.1",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,69292,"0.0-4.0-1.1",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Longterm_Watch.png","",""
"survey-likert",9,83493,"0.0-4.0-2.1",39,1,"2023-05-18 09:31:46","1ecd9d38d4622338824de6fd67a72f4c","93.104.40.210","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"14194","{""Q0"":6,""Q1"":5,""Q2"":1,""Q3"":6}","[0,1,2,3]","","",""
