"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,2599,"0.0-0.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"survey-text",1,5665,"0.0-1.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",21,"3031","{""age"":""21""}","","","",""
"survey-multi-select",2,17933,"0.0-2.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"12262","{""Gender"":[""Frau""],""Education"":[""Hochschulabschluss/berufliches Äquivalent""]}","[0,1]","","",""
"html-keyboard-response",3,24348,"0.0-3.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"","","","","",""
"html-keyboard-response",4,25353,"0.0-4.0-0.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,33409,"0.0-4.0-1.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Longterm_Headphones.png","",""
"survey-likert",6,65336,"0.0-4.0-2.0",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"31922","{""Q0"":4,""Q1"":5,""Q2"":5,""Q3"":2}","[0,1,2,3]","","",""
"html-keyboard-response",7,66340,"0.0-4.0-0.1",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,74391,"0.0-4.0-1.1",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","DE_Shortterm_Headphones.png","",""
"survey-likert",9,124159,"0.0-4.0-2.1",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"49763","{""Q0"":4,""Q1"":6,""Q2"":4,""Q3"":2}","[0,1,2,3]","","",""
"html-keyboard-response",10,125163,"0.0-4.0-0.2",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",11,133214,"0.0-4.0-1.2",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","Control_Headphones.png","",""
"survey-likert",12,154433,"0.0-4.0-2.2",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"21215","{""Q0"":3,""Q1"":3,""Q2"":5,""Q3"":0}","[0,1,2,3]","","",""
"html-keyboard-response",13,155437,"0.0-4.0-0.3",37,1,"2023-05-17 06:09:22","1ecd9d38d4622338824de6fd67a72f4c","2.247.241.159","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari",16.4,"iOS","16_4_1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
