"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject_id","study_id","session_id","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response",0,10573,"0.0-0.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"","","","","",""
"survey-text",1,15048,"0.0-1.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",25,"4463","{""age"":""25""}","","","",""
"survey-multi-select",2,25606,"0.0-2.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"10550","{""Gender"":[""Mann""],""Education"":[""Hochschulabschluss/berufliches Äquivalent""]}","[0,1]","","",""
"html-keyboard-response",3,31071,"0.0-3.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"","","","","",""
"html-keyboard-response",4,32083,"0.0-4.0-0.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",5,40116,"0.0-4.0-1.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"null","null","","DE_Shortterm_Toothbrush.png","",""
"survey-likert",6,60283,"0.0-4.0-2.0",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"20141","{""Q0"":6,""Q1"":3,""Q2"":0,""Q3"":3}","[0,1,2,3]","","",""
"html-keyboard-response",7,61310,"0.0-4.0-0.1",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response",8,69330,"0.0-4.0-1.1",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"null","null","","Control_Toothbrush.png","",""
"survey-likert",9,83496,"0.0-4.0-2.1",15,1,"2023-05-29 19:02:27","4d0c160ebb1ce460ebd4771f52f78daa","80.187.66.135","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS",10,"645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1","645812693890ffbfc7c06421","6474f006c1040bbd864873ba","6474f6a3d57359d6e58cb7b1",NA,"14146","{""Q0"":2,""Q1"":1,""Q2"":7,""Q3"":4}","[0,1,2,3]","","",""
