"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","fbclid","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response","0","2928","0.0-0.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","","","","","",""
"survey-text","1","9609","0.0-1.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","6674","{""age"":""57""}","","","",""
"survey-multi-select","2","16776","0.0-2.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","7163","{""Gender"":[""Homen""],""Education"":[""Pós-graduação""]}","[0,1]","","",""
"html-keyboard-response","3","22774","0.0-3.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","","","","","",""
"html-keyboard-response","4","23779","0.0-4.0-0.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","5","33836","0.0-4.0-1.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","PT_Shortterm_Headphones.png","",""
"survey-likert","6","59311","0.0-4.0-2.0","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","25471","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":8}","[0,1,2,3]","","",""
"html-keyboard-response","7","60316","0.0-4.0-0.1","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","8","70354","0.0-4.0-1.1","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","PT_Longterm_Watch.png","",""
"survey-likert","9","83978","0.0-4.0-2.1","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","13619","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":8}","[0,1,2,3]","","",""
"html-keyboard-response","10","84982","0.0-4.0-0.2","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","11","95033","0.0-4.0-1.2","7","1","2023-05-15 16:15:35","35a371bf4d1b89eb9efa423149907f28","191.57.24.204","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 282.0.0.17.114 (iPhone14,7; iOS 16_4_1; pt_BR; pt-BR; scale=3.00; 1170x2532; 472241688)","iPhone","Mozilla","","iOS","16_4_1","PAAaYMrr2KP6MBDx3yrXJlPVOHFWlE_Zqt2uXg9Hu0fkTW2Eh6vOBS2VN0z8E","NaN","null","null","","Control_Headphones.png","",""
