"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response","0","7279","0.0-0.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","","","","","",""
"survey-text","1","21964","0.0-1.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","14608","{""age"":""53""}","","","",""
"survey-multi-select","2","36927","0.0-2.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","14908","{""Gender"":[""Mulher""],""Education"":[""Pós-graduação""]}","[0,1]","","",""
"html-keyboard-response","3","43890","0.0-3.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","","","","","",""
"html-keyboard-response","4","44913","0.0-4.0-0.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","5","52997","0.0-4.0-1.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","null","null","","PT_Shortterm_Headphones.png","",""
"survey-likert","6","91690","0.0-4.0-2.0","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","38669","{""Q0"":8,""Q1"":5,""Q2"":0,""Q3"":5}","[0,1,2,3]","","",""
"html-keyboard-response","7","92736","0.0-4.0-0.1","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","8","100745","0.0-4.0-1.1","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","null","null","","PT_Longterm_Headphones.png","",""
"survey-likert","9","118305","0.0-4.0-2.1","6","1","2023-05-28 13:20:52","71cfef5bfd41dc7064b9a1fcb7b54361","189.122.191.248","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/113.0.0.0 Mobile Safari/537.36","WebKit","Chrome","113.0.0.0","AndroidOS","10","NaN","17542","{""Q0"":7,""Q1"":7,""Q2"":0,""Q3"":6}","[0,1,2,3]","","",""
