"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response","0","1394","0.0-0.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","","","","","",""
"survey-text","1","12110","0.0-1.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","10679","{""age"":""25 anos ""}","","","",""
"survey-multi-select","2","18256","0.0-2.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","6139","{""Gender"":[""Mulher""],""Education"":[""Pós-graduação""]}","[0,1]","","",""
"html-keyboard-response","3","19577","0.0-3.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","","","","","",""
"html-keyboard-response","4","20581","0.0-4.0-0.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","5","28588","0.0-4.0-1.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","Control_Headphones.png","",""
"survey-likert","6","35520","0.0-4.0-2.0","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","6924","{""Q0"":7,""Q1"":7,""Q2"":2,""Q3"":7}","[0,1,2,3]","","",""
"html-keyboard-response","7","36524","0.0-4.0-0.1","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","8","44581","0.0-4.0-1.1","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","Control_Watch.png","",""
"survey-likert","9","59281","0.0-4.0-2.1","40","1","2023-05-16 08:02:01","71cfef5bfd41dc7064b9a1fcb7b54361","178.139.229.152","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","14694","{""Q0"":6,""Q1"":6,""Q2"":2,""Q3"":7}","[0,1,2,3]","","",""
