"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response","0","2364","0.0-0.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","","","","","",""
"survey-text","1","5589","0.0-1.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","3190","{""age"":""33""}","","","",""
"survey-multi-select","2","16669","0.0-2.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","11075","{""Gender"":[""Mulher""],""Education"":[""Pós-graduação""]}","[0,1]","","",""
"html-keyboard-response","3","18396","0.0-3.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","","","","","",""
"html-keyboard-response","4","19399","0.0-4.0-0.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","5","27467","0.0-4.0-1.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","PT_Shortterm_Headphones.png","",""
"survey-likert","6","43480","0.0-4.0-2.0","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","16006","{""Q0"":8,""Q1"":8,""Q2"":8,""Q3"":8}","[0,1,2,3]","","",""
"html-keyboard-response","7","44484","0.0-4.0-0.1","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","8","52543","0.0-4.0-1.1","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","Control_Headphones.png","",""
"survey-likert","9","65132","0.0-4.0-2.1","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","12583","{""Q0"":8,""Q1"":0,""Q2"":2,""Q3"":1}","[0,1,2,3]","","",""
"html-keyboard-response","10","66137","0.0-4.0-0.2","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","11","74186","0.0-4.0-1.2","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","null","null","","Control_Watch.png","",""
"survey-likert","12","79287","0.0-4.0-2.2","114","1","2023-05-18 01:03:56","71cfef5bfd41dc7064b9a1fcb7b54361","179.106.58.56","Mozilla/5.0 (iPhone; CPU iPhone OS 16_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.4 Mobile/15E148 Safari/604.1","iPhone","Safari","16.4","iOS","16_4_1","NaN","5096","{""Q0"":4,""Q1"":6,""Q2"":6,""Q3"":6}","[0,1,2,3]","","",""
