"trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","fbclid","age","rt","response","question_order","stimulus","task","trial_duration"
"html-keyboard-response","0","2474","0.0-0.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","","","","","",""
"survey-text","1","17675","0.0-1.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","15187","{""age"":""43""}","","","",""
"survey-multi-select","2","34013","0.0-2.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","16329","{""Gender"":[""Mulher""],""Education"":[""Graduação universitária/ equivalente profissional""]}","[0,1]","","",""
"html-keyboard-response","3","44094","0.0-3.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","","","","","",""
"html-keyboard-response","4","45105","0.0-4.0-0.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","5","55159","0.0-4.0-1.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","null","null","","PT_Longterm_Headphones.png","",""
"survey-likert","6","90269","0.0-4.0-2.0","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","35085","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":8}","[0,1,2,3]","","",""
"html-keyboard-response","7","91281","0.0-4.0-0.1","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","null","null","","<div style=""font-size:60px;"">+</div>","fixation","[1000]"
"image-keyboard-response","8","101295","0.0-4.0-1.1","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","null","null","","PT_Longterm_Toothbrusch.png","",""
"survey-likert","9","114428","0.0-4.0-2.1","16","1","2023-05-15 17:09:47","35a371bf4d1b89eb9efa423149907f28","177.142.130.185","Mozilla/5.0 (Linux; Android 11; moto g 5G Build/RZKS31.Q3-25-15-11; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/113.0.5672.77 Mobile Safari/537.36 Instagram 282.0.0.22.119 Android (30/11; 400dpi; 1080x2234; motorola; moto g 5G; kiev; qcom; pt_BR; 472968201)","Motorola","Chrome","113.0.5672.77","AndroidOS","11","PAAaZcJQP4rnEYsYhQqR27MPNRo4SBkY1MzWCGwbXf5Yoaq79SNdJ_qXk4oC0","NaN","13114","{""Q0"":8,""Q1"":8,""Q2"":0,""Q3"":8}","[0,1,2,3]","","",""
